time,lat,lon,h,x,y,z,speed,accel_x,accel_y,accel_z,roll,pitch,yaw,heading
24.453446,37.63355278,126.974898,51.0953036,24.3,6395.16,30.88,25.53,-0.038045455,2.230727273,0.005727273,0.00389,0.000406,0.002444,315.25
24.704483,37.63357729,126.9749285,51.09805002,26.61,6397.5,30.88,25.85,-0.3439375,2.0766875,0.14409375,-0.003752,0.003198,-0.002353,315.26
24.944484,37.6336027,126.9749602,51.10089989,29.41,6400.32,30.88,26.18,0.043115385,2.149307692,-0.0365,0.001622,-0.000803,0.002215,315.27
25.184497,37.63362747,126.974991,51.10368135,32.13,6403.07,30.88,26.49,-0.024892857,1.892107143,0.081714286,0.004742,-0.000277,0.001302,315.28
25.423497,37.63365324,126.9750231,51.10657656,34.96,6405.93,30.88,26.8,-0.184576923,2.126769231,0.368923077,-0.009103,0.005972,-0.003429,315.28
25.694498,37.63367874,126.9750548,51.10944391,37.76,6408.76,30.88,27.12,-0.039259259,2.219592593,-0.021888889,-0.002236,-0.007712,-0.002555,315.27
25.906498,37.63370469,126.9750872,51.11236453,40.62,6411.64,30.88,27.43,-0.075846154,2.081230769,0.059769231,0.011659,0.005958,-0.006881,315.22
26.117005,37.63373451,126.9751243,51.11572437,43.9,6414.95,30.88,27.78,0.059583333,1.998916667,0.031583333,0.02304,0.000623,-0.00436,315.16
26.360055,37.63376028,126.9751566,51.11863029,46.75,6417.81,30.88,28.06,-0.04592,1.9754,0.01716,0.018872,0.00057,-0.005495,315.12
26.62709,37.63378181,126.9751836,51.12106061,49.13,6420.2,30.88,28.3,-0.00464,1.9604,-0.03104,0.017853,0.000238,-0.004159,315.09
26.851091,37.63380893,126.9752176,51.12412395,52.13,6423.21,30.88,28.59,-0.032857143,1.858714286,0.105107143,0.004752,0.005648,-0.002824,315.05
27.9109,37.63383587,126.9752513,51.12716975,55.11,6426.2,30.88,28.87,0.05076,1.90152,-0.1272,-0.004516,-0.010608,-0.001178,315.04
